Row,username,Total,T1,T2,quote_farsi,quote_english,T3,T4,T5,T6,T7,T8,T9,T10,T11
1111,GraphicHavir,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1112,GreatCyrusSeek,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1113,GreatIran3,5,1,0,0,0,1,1,0,0,1,1,0,0,0
1114,Grizzly820a,8,1,1,0,0,1,0,0,1,1,1,0,1,1
1115,GuardeJavidan77,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1116,GuardianJavid,4,0,1,0,0,1,1,0,1,0,0,0,0,0
1117,HAMIDREZA_79sep,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1118,HDjazeb,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,HF99345727,5,1,0,0,0,0,0,0,1,1,1,1,0,0
1120,HHeLLFireeeeee,2,1,0,0,0,0,0,0,0,0,1,0,0,0
1121,HOMAYOONMUSIC,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1122,HRJ_Azari,9,1,1,0,0,1,1,0,1,1,1,1,1,0
1123,HRajaieh,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1124,HSATP_IR,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,HSaadat00,6,1,1,0,0,1,0,0,1,0,1,1,0,0
1126,HSepinud,8,1,0,0,0,0,0,1,1,1,1,1,1,1
1127,HTaj60,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1128,H_Faravahar,5,0,1,0,0,1,1,0,0,0,1,0,1,0
1129,H_M8savi,4,0,1,0,0,0,0,1,1,0,1,0,0,0
1130,H_Varjavand,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1131,HaFa87,3,1,0,0,0,0,1,0,0,1,0,0,0,0
1132,Ha_di_i,7,1,1,0,0,1,0,0,1,0,1,1,1,0
1133,Habeh2023,9,1,1,0,0,1,1,1,1,1,0,0,1,1
1134,HadadiSaie74402,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1135,HaddadvandReza,3,0,1,0,0,0,0,0,0,1,0,0,0,1
1136,Hadi60638998,6,1,1,0,0,1,1,1,0,0,0,1,0,0
1137,Hadi_Mhd84,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1138,Hadihasanzadeh4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1139,Hadisheaven,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1140,Hair_Mites,4,1,0,0,0,0,0,0,0,1,0,1,0,1
1141,Hajarhatami,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1142,HalehChats,2,0,0,0,1,1,0,0,0,0,0,0,1,0
1143,Haleh_Panzer,7,1,0,0,0,1,1,0,1,1,1,0,0,1
1144,Haleluja23,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1145,HamRahIran,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1146,Hamed012345678,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1147,Hamed9819,6,1,1,0,0,0,0,0,1,1,1,0,0,1
1148,HamedShB1986,3,0,1,0,0,1,0,0,0,0,1,0,0,0
1149,Hamed_B_R,4,1,0,0,0,0,0,0,0,1,1,1,0,0
1150,Hamed_Es79,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1151,Hamed_Tehrani,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1152,Hameeeeeeeed93,7,1,1,0,0,1,1,0,1,1,0,1,0,0
1153,Hami15910,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,Hamid91Iran,9,1,1,0,0,1,0,0,1,1,1,1,1,1
1155,Hamid99565026,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1156,HamidGholami76,3,0,1,0,0,0,0,0,1,0,1,0,0,0
1157,HamidKenobi,3,0,1,0,0,0,0,0,0,1,0,1,0,0
1158,HamidRiahi,6,1,1,0,0,1,1,0,0,0,0,1,1,0
1159,HamidSayad10,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1160,HamidYousefi87,7,1,0,0,0,1,1,0,1,1,0,1,1,0
1161,Hamid_Iranshahi,9,1,1,0,0,1,1,1,1,1,1,1,0,0
1162,Hamidkarage,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1163,HamidrezaMatiny,5,0,1,0,0,0,1,0,0,0,1,0,1,1
1164,Hamiitaa,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1165,HamilaSeraj,8,1,1,0,0,0,1,0,1,1,1,1,1,0
1166,Hamrahsho2,10,1,0,0,0,1,1,1,1,1,1,1,1,1
1167,Hamtag_71,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1168,HanBas1404,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1169,HanaMirjp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1170,Hani98zm,4,1,0,0,0,1,1,0,0,1,0,0,0,0
1171,HaniRezaei6,4,1,1,0,0,1,0,0,0,0,0,0,0,1
1172,Hanna54601415,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1173,Harnixaria,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1174,Hash2O_drop,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1175,Hashimoto616,6,1,1,0,0,1,0,0,0,1,0,1,0,1
1176,Hashshaashin,2,1,0,0,0,0,1,0,0,0,0,0,0,0
1177,HassanTaba88034,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1178,HassanpourHima,3,1,0,0,0,1,0,0,0,1,0,0,0,0
1179,Hasti665P,4,1,1,0,0,0,0,0,0,1,0,1,0,0
1180,HastiGh4,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1181,Hawk_eye111,4,1,1,0,0,1,1,0,0,0,0,0,0,0
1182,HayiGata,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1183,Hazelhexis,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1184,HbarTower,6,1,0,0,0,1,1,0,1,0,1,0,1,0
1185,He1yaa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1186,HearOurKids,3,1,0,0,0,0,0,0,0,1,0,0,1,0
1187,HeartShapeX,4,1,0,0,0,0,0,0,0,1,0,1,0,1
1188,Heath____Ledger,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1189,Heatless_Bahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1190,Hector__Abraham,6,1,1,0,0,1,1,1,0,0,0,0,1,0
1191,Hedvigwithv,8,1,0,0,0,0,1,1,1,1,1,1,0,1
1192,HegeI_javan,7,1,1,0,0,0,1,0,1,1,1,0,0,1
1193,Heid1Grace,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1194,HeirOfCyrus,4,1,1,0,0,0,0,0,0,0,0,1,1,0
1195,HeirOfIran,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1196,HelenYousebpxw,10,1,0,0,0,1,1,1,1,1,1,1,1,1
1197,Helera_m,3,1,0,0,0,0,0,0,1,1,0,0,0,0
1198,HeliVsArt,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,HelloSamIamM,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1200,HemaseAzadi,5,1,1,0,0,1,0,0,1,0,0,1,0,0
1201,HematiSohail,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1202,HeptoKooper,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1203,Heraclius5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1204,Hermes272215,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1205,HerrHeisenberg0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,Herr_Freemann,5,0,1,0,0,1,1,0,0,0,1,1,0,0
1207,Hesam90Shad,3,1,0,0,0,0,0,0,0,0,1,0,1,0
1208,HesamDuBararieh,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1209,HessamVossoughi,3,1,0,0,0,0,0,0,0,1,0,0,1,0
1210,Heyroonebozorg,5,1,1,0,0,0,0,1,1,1,0,0,0,0
1211,Higgsonthebeach,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1212,Hihihi866415951,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1213,Hilda09786297,5,1,1,0,0,1,1,0,0,0,0,0,0,1
1214,Himalayanclaw,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,Hinaaahhh,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1216,Hirbodbodi1,6,1,1,0,0,0,1,0,0,1,1,1,0,0
1217,Hiva59033793,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1218,Hiwadar_Azadi,5,1,0,0,0,1,0,1,0,1,1,0,0,0
1219,Hix58399756,6,0,1,0,0,1,1,0,1,1,0,0,1,0
1220,HizhaPixel,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1221,HmdOrod,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1222,HmganBy13479,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1223,HmindHworld,3,0,1,0,0,0,1,1,0,0,0,0,0,0
1224,HodaAbd31365,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1225,Hodahst,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1226,Hodarlc,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1227,Homa06470687,4,0,1,0,0,1,0,0,0,0,1,0,1,0
1228,Homa2585,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,HomaSpirit,3,1,0,0,0,1,1,0,0,0,0,0,0,0
1230,HomanYousefi2,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1231,Homay_e_Seadat,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1232,HomayeSaAdat404,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1233,Homme2Sombre,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,HonaH47881103,6,1,0,0,0,1,0,0,1,1,1,0,0,1
1235,Honeeey_BOO,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1236,Honeymusta5401,3,1,0,0,0,1,0,0,0,1,0,0,0,0
1237,Hooloo09685461,7,1,1,0,0,1,0,1,1,1,0,0,1,0
1238,Hoomansimba,6,1,1,0,0,0,1,1,0,0,1,0,1,0
1239,Hoorieh81,5,0,1,0,0,1,0,1,0,0,0,0,1,1
1240,Hope4FreeIran26,7,1,0,0,0,1,0,0,1,1,0,1,1,1
1241,HopeIranian,10,1,1,0,0,1,1,1,1,1,1,1,1,0
1242,HopeNeighbrhood,3,1,0,0,1,0,0,0,1,1,0,0,0,0
1243,Hopeua2n,3,1,0,0,0,0,0,0,0,1,0,1,0,0
1244,Hormoz2,10,1,1,0,0,1,1,0,1,1,1,1,1,1
1245,HosseiniRouzbeh,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1246,Housefly558520,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1247,HpoorAras,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1248,Human7777777779,4,1,0,0,0,0,0,0,1,1,0,1,0,0
1249,Hxdis_Iran,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1250,IARIOU,7,1,0,0,0,1,1,0,1,1,1,1,0,0
1251,IAmNoCapA,9,1,1,0,0,1,1,0,0,1,1,1,1,1
1252,ICT_pixel,7,1,1,0,0,1,1,0,1,0,1,0,1,0
1253,IIAragornII,6,1,0,0,0,0,0,0,1,1,1,0,1,1
1254,IIIZ3X,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1255,IMP2584,4,0,1,0,0,0,1,0,0,0,0,1,1,0
1256,IMbeatreas,6,1,1,0,0,1,0,0,1,0,0,1,1,0
1257,IPK_Party,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1258,IPahlavi28609,5,0,1,0,0,0,0,0,1,0,0,1,1,1
1259,IRAN_FREE1402,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1260,IRAN_lover67,6,1,1,0,0,1,1,0,1,0,0,0,1,0
1261,IRANsarbaz2000,4,1,0,0,0,0,1,0,1,0,1,0,0,0
1262,IRJavidShah,8,1,1,0,0,1,0,0,1,1,1,1,0,1
1263,IRostami7,3,1,0,0,0,0,0,0,0,1,1,0,0,0
1264,Id_Strong,8,1,0,0,0,1,1,0,1,1,0,1,1,1
1265,IdinZivari,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1266,IdleTimeLine,4,1,0,0,0,0,0,0,0,1,0,0,1,1
1267,ImaShar79,4,1,1,0,0,1,0,0,0,1,0,0,0,0
1268,Iman06440496948,4,0,1,0,0,0,1,0,0,1,0,0,0,1
1269,Iman_0098,6,1,0,0,0,0,1,0,1,0,1,1,1,0
1270,Imanvaez1,4,1,0,0,0,1,0,0,1,1,0,0,0,0
1271,Immortal_touch,5,1,1,0,0,0,0,0,1,0,1,1,0,0
1272,Immortalless,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1273,ImperialStIran,5,1,0,0,0,1,0,0,0,1,0,0,1,1
1274,InTheFog57,3,1,0,0,0,0,0,0,0,0,1,1,0,0
1275,InnerFalcon,3,1,0,0,0,1,0,0,1,0,0,0,0,0
1276,Inookijisab,4,1,0,0,0,1,0,1,0,1,0,0,0,0
1277,InsdataInter,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1278,InsideIran_24,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1279,IntuitiveJuri,3,1,0,0,0,1,0,0,0,1,0,0,0,0
1280,Investilious,6,1,0,0,0,1,0,0,1,0,1,1,1,0
1281,IrAmFREEDOM,6,1,1,0,0,1,0,0,0,1,0,1,1,0
1282,IrVictory,3,1,1,0,0,0,0,0,0,0,0,0,0,1
1283,IraAtosa,3,0,1,0,0,0,0,1,0,0,0,0,0,1
1284,IrajLohrasbi,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1285,Iran1757237,4,0,1,0,0,1,0,0,0,1,1,0,0,0
1286,Iran23WLF,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1287,Iran2584king,3,1,1,0,0,0,0,1,0,0,0,0,0,0
1288,Iran2802,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1289,Iran58807194,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1290,IranAryayee,4,1,1,0,0,0,0,0,1,0,0,1,0,0
1291,IranBan45405993,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1292,IranBemani,3,1,1,0,0,1,0,0,0,0,0,0,0,0
1293,IranCaspianSea,8,1,1,0,0,1,1,0,1,1,0,0,1,1
1294,IranDove,5,1,0,0,0,0,0,0,1,1,0,1,1,0
1295,IranEnlightnmnt,5,1,0,0,0,1,1,0,1,0,0,0,0,1
1296,IranFree694668,4,1,1,0,0,1,0,0,0,0,0,0,0,1
1297,IranGuardian,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1298,IranIran2500,8,1,1,0,0,0,1,1,1,0,1,0,1,1
1299,IranIranabadi26,5,0,1,0,0,1,0,0,0,1,0,1,1,0
1300,IranIrani2262,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1301,IranJaneMa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,IranMan69946,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1303,IranNewsAgency0,7,1,0,0,0,0,0,0,1,1,1,1,1,1
1304,IranPahlaviMIGA,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1305,IranPatriott22,5,1,1,0,0,0,0,0,1,1,0,1,0,0
1306,IranPlateau1,10,1,1,1,0,1,1,1,1,1,1,1,1,0
1307,IranRev99914122,3,0,1,0,0,1,0,0,0,0,0,0,0,1
1308,IranRise739,5,1,1,0,0,1,0,0,0,1,1,0,0,0
1309,IranSarfar26352,10,1,1,0,0,1,1,1,1,1,1,1,1,0
1310,IranShah2571,3,1,0,0,0,0,1,0,0,1,0,0,0,0
1311,IranShah2580,4,0,1,0,0,0,0,1,1,1,0,0,0,0
1312,IranShahaOrg,3,1,0,0,0,1,0,0,1,0,0,0,0,0
1313,IranShahiiiii,7,1,0,0,0,1,0,0,1,1,0,1,1,1
1314,IranSoldier2500,7,1,1,0,0,1,0,0,1,0,0,1,1,1
1315,IranToBemaan,3,0,1,0,0,1,0,0,0,0,0,0,0,1
1316,IranUSAIsrael,3,1,0,0,0,0,0,0,0,1,0,0,0,1
1317,IranWonk,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1318,IranZaminng,5,1,0,0,0,1,0,0,0,1,0,1,1,0
1319,IranZeroHour,4,1,1,0,0,0,0,0,0,0,0,0,1,1
1320,Iran_Azad26,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1321,Iran_Massacre,5,1,0,0,0,1,0,0,0,1,0,1,0,1
1322,Iran_Royal_,5,1,1,0,0,0,0,0,1,1,0,0,1,0
1323,Iran_Savadkouh,7,1,1,0,0,1,0,0,1,0,1,1,0,1
1324,Iran_banoo_fri,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1325,Iran_boy1369,8,1,1,0,0,0,0,1,1,1,1,1,1,0
1326,Iran_eran,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1327,Iranandiranian,6,1,1,0,0,0,0,0,1,1,0,0,1,1
1328,Iranarx,3,1,0,0,0,0,0,0,0,0,1,0,1,0
1329,Iranazadamman,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1330,Iranbaan2500,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1331,Iranban84430441,3,1,1,0,0,0,0,0,1,0,0,0,0,0
1332,Iranbanoo2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1333,Iranbanooou,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1334,Iranbanou132723,4,1,0,0,0,1,0,0,0,1,0,0,1,0
1335,Irandarnoor,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1336,Iranderafsh,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1337,Irandokht25839,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1338,Iraneh6,4,0,1,0,0,1,0,0,1,0,0,0,0,1
1339,Irani0987,10,1,1,0,0,1,1,1,1,0,1,1,1,1
1340,Irani5431,6,1,0,0,0,1,0,0,0,1,0,1,1,1
1341,IraniMamoka,2,0,1,0,0,0,0,0,0,0,0,0,1,0
1342,IraniPatri78792,7,1,1,0,0,1,1,0,1,0,1,1,0,0
1343,IraniShah3,3,1,0,0,1,1,0,0,1,0,0,0,0,0
1344,Irani_Proud,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1345,Irani_vibes2585,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1346,Iranian2536,9,1,1,0,0,0,1,0,1,1,1,1,1,1
1347,IranianDream26,5,1,0,0,0,0,1,0,1,0,1,1,0,0
1348,IranianGirl1988,5,1,1,0,0,0,1,0,0,0,1,0,0,1
1349,IranianSia19479,5,1,1,0,0,1,0,0,0,1,1,0,0,0
1350,IranianSon33,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1351,IranianViking_,7,1,0,0,0,1,0,0,1,1,1,0,1,1
1352,Iraniandutchie,5,1,1,0,0,1,1,0,0,0,0,0,1,0
1353,IraniaustriaA,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1354,Iranking26,6,1,0,0,0,1,0,0,0,0,1,1,1,1
1355,Iranlandoflionz,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1356,Iranmasi,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1357,Iranmehr_Ali,9,1,1,0,0,1,1,0,1,1,1,1,0,1
1358,IranmonarchMB,5,1,0,0,0,0,0,0,1,1,1,1,0,0
1359,Iranmyland9,4,1,0,0,0,0,0,0,1,0,1,0,1,0
1360,Irannnnnnnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1361,Irano_1984,10,1,1,0,0,1,0,1,1,1,1,1,1,1
1362,IranpanahS37322,3,1,0,0,0,0,0,0,0,1,0,1,0,0
1363,Iranrealdeal,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1364,Iransforall,5,1,0,0,0,1,0,0,0,0,0,1,1,1
1365,Iranshining,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1366,Iranv5,6,1,1,0,0,1,0,0,1,0,0,0,1,1
1367,Iranyih6,3,1,1,0,0,0,0,0,0,1,0,0,0,0
1368,Irez85,7,1,0,0,0,1,1,1,1,1,0,0,1,0
1369,Iris08828396329,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1370,IsaacKarymon,7,1,1,0,0,1,1,0,0,1,0,0,1,1
1371,Islamophobe8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1372,Ismaeel1255,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1373,ItSi3RGiOMY4uLA,2,1,0,0,0,0,0,0,0,0,1,0,0,0
1374,ItsRouzbeh,2,1,0,0,0,0,1,0,0,0,0,0,0,0
1375,ItsSilentNova,4,1,1,0,0,0,0,0,0,1,1,0,0,0
1376,Iwillact89,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1377,Izadbanoo1,7,1,1,0,0,1,1,0,1,1,0,0,0,1
1378,IzehIran,3,1,0,0,0,0,0,0,0,0,1,1,0,0
1379,JAbdolvanet,6,1,0,0,0,1,0,0,0,1,1,0,1,1
1380,JBani36361,3,1,1,0,0,1,0,0,0,0,0,0,0,0
1381,JESSIKAwssxm,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1382,JIAFEIDAIDAI,6,1,0,0,0,1,0,0,1,1,1,1,0,0
1383,JKharazmi53629,3,1,0,0,0,0,0,0,1,1,0,0,0,0
1384,JLawema,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1385,JOLIArozi,3,0,1,0,0,1,0,0,0,0,0,0,0,1
1386,J_Flenel,6,0,1,0,0,1,0,0,1,0,0,1,1,1
1387,J_L__Seagull,3,1,0,0,0,1,0,0,0,0,1,0,0,0
1388,Jacobbeyan,4,0,1,0,0,1,1,0,0,0,0,0,0,1
1389,JafariSoma57409,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1390,JahanMirza43397,3,1,0,0,0,0,0,0,0,0,1,0,1,0
1391,JahangiriAzar,4,1,0,0,0,1,0,0,0,1,0,0,0,1
1392,Jairan_Jahani,3,1,1,0,0,1,0,0,0,0,0,0,0,0
1393,JamesDeanUFO,4,1,0,0,0,0,0,0,1,1,0,0,0,1
1394,JamesFord334193,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1395,JamiNarges,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1396,Jammas491183951,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1397,Jamshid43970810,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1398,JamshidShahtabr,8,1,1,0,0,0,1,0,1,0,1,1,1,1
1399,JamshidiBehdad,4,0,1,0,0,0,0,0,1,0,0,1,0,1
1400,Jandarkkkkkkkkk,3,1,0,0,0,0,0,0,0,1,0,0,0,1
1401,Janniswhaze,4,0,1,0,0,1,1,0,0,1,0,0,0,0
1402,Jas75492010,3,1,0,0,0,0,0,0,1,1,0,0,0,0
1403,JasminN102013,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1404,Javad0475998142,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1405,Javaherian0,6,0,1,0,0,0,1,0,1,0,1,0,1,1
1406,JavanHuman,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1407,JaveedShah01,6,1,0,0,0,0,0,1,1,0,1,1,1,0
1408,Javid7Iran,5,1,0,0,0,0,0,0,1,1,1,0,0,1
1409,JavidPars,7,1,0,0,0,1,0,0,1,1,1,1,1,0
1410,JavidShah1979,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1411,JavidShah3l,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1412,Javid_Reza_Shah,5,1,1,0,0,1,0,0,1,0,0,0,1,0
1413,Javid_Shaahh,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1414,Javidan1234,9,1,1,0,0,0,1,1,1,1,1,0,1,1
1415,Javidshah2025JS,4,1,1,0,0,1,1,0,0,0,0,0,0,0
1416,Javidshah55106,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1417,JawadJ6878,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1418,Jazad96,6,1,1,0,0,0,0,0,0,1,0,1,1,1
1419,Jerome16327841,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1420,Jersa65214,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1421,JesiJesika58929,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1422,Jigsawir,4,1,1,0,0,0,0,0,0,1,0,0,1,0
1423,Jimb0o0o0o,5,1,1,0,0,0,0,0,1,0,1,1,0,0
1424, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1425,Joe19298683,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1426,John180450033,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1427,JohnBolton78459,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1428,JohnDoekwoy,4,1,1,0,0,0,0,0,0,0,0,0,1,1
1429,JohnGarry18726,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1430,JohnNzd2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1431,JohnSmithayh23,8,1,1,0,0,0,1,0,1,1,1,1,1,0
1432,JohnSomeeh,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1433,Joker599610,4,0,1,0,0,0,1,1,0,1,0,0,0,0
1434,JoliJolia8274,8,1,1,0,0,1,1,0,1,1,0,1,1,0
1435,JoliyaPend33211,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1436,JonCowboyBear,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1437,JooZarrin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1438,JordanRed138957,3,1,1,0,0,0,0,0,0,1,0,0,0,0
1439,Jordanj200011,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1440,Jorjeet,4,1,0,0,0,0,0,0,1,1,1,0,0,0
1441,JosefAlborz,11,1,1,0,0,1,1,1,1,1,1,1,1,1
1442,Joseph2709,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1443,JosephPett9694,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1444,JoukarMasood,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1445,JoulietRad,3,1,0,0,0,1,0,0,1,0,0,0,0,0
1446,Ju43061Jubin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1447,Jujuliet92,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1448,Jurisdoctor2013,4,0,1,0,0,1,1,0,1,0,0,0,0,0
1449, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1450,Justgetthefacts,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1451,Justice33821964,2,0,1,0,0,0,0,0,0,0,0,1,0,0
1452,Jz666Mer,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1453,K1kay4,6,1,1,0,0,1,0,0,1,0,0,0,1,1
1454,K3409706372727,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1455,KAGunSmoke,2,1,0,0,0,0,0,1,0,0,0,0,0,0
1456,KCh27602,7,1,0,0,0,1,0,1,0,1,1,0,1,1
1457,KFarhadpour,7,1,1,0,0,0,1,0,0,1,0,1,1,1
1458,KHOR_SHID_AM,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1459,KHOSROIRANI60,5,0,1,0,0,0,0,0,0,0,1,1,1,1
1460,KINGOFKINGS1320,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1461,KKAARRAADD,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1462,KKeshani,8,1,1,0,0,1,0,1,1,0,1,1,1,0
1463,KKetabdarap,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1464,KL14852,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1465,KMinmaruru,2,1,1,0,0,0,0,0,0,0,0,0,0,0
